day,Luna_illum,Saturno_nodo,CLF_dF,BFO_dF,NGK_dF,BEL_dF,IZN_dF,DUR_dF,ABK_dF,KAK_dF,FRD_dF,OTT_dF,BRD_dF,LON_jumps,THY_jumps,CLF_jumps,BFO_jumps,NGK_jumps,BEL_jumps,IZN_jumps,DUR_jumps,L1_disc,sync_1min,IZN_Zlead_h,Yamp_min,Yamp_max,Ymin_groups,Ymin_group1,night_std_med,osc_max_hour,X22_ext,X22_split,THY_Zmean,NGK_Zmean,IZN_Zmean,LON_Zmean,regional,rad_up_Sextantididiurne,rad_up_Lincididisettembre,rad_up_TauridiSud,lag_LON,lag_THY,lag_CLF,lag_BFO,lag_NGK,lag_BEL,lag_IZN,lag_DUR,orphans
2026-09-24,95,0.84,-1.41,0.27,0.09,0.04,-0.0,43.05,-0.38,-1.32,-1.76,-0.84,12.74,0,0,0,0,0,0,0,0,11,18,-1.6,60.3,80.1,2,12:42,2.46,23,-3.7,1,43857.7,46146.5,40883.4,42832.2,9,8/18,18/18,9/18,-0.4,0.0,2.0,3.3,2.7,3.2,-40.1,-3.9,3
